// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891
// command took 3.79s and exited with 0
// ***** Done, took 00:00:06 (6.38 sec)   *****
// Found 6 benchmarks:
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=100]
//   FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
//   FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]

// **************************
// Benchmark: FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.FastMemberObjectMapperBenchMark.As(Rows: 10)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UTNKKR(InvocationCount=1, UnrollFactor=1)

OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 1 op, 79287900.00 ns, 79.2879 ms/op
WorkloadWarmup   2: 1 op, 79135300.00 ns, 79.1353 ms/op
WorkloadWarmup   3: 1 op, 80204500.00 ns, 80.2045 ms/op
WorkloadWarmup   4: 1 op, 79586100.00 ns, 79.5861 ms/op
WorkloadWarmup   5: 1 op, 79090600.00 ns, 79.0906 ms/op
WorkloadWarmup   6: 1 op, 78843300.00 ns, 78.8433 ms/op
WorkloadWarmup   7: 1 op, 79423800.00 ns, 79.4238 ms/op
WorkloadWarmup   8: 1 op, 78659000.00 ns, 78.6590 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 79318600.00 ns, 79.3186 ms/op
WorkloadActual   2: 1 op, 78839000.00 ns, 78.8390 ms/op
WorkloadActual   3: 1 op, 78628400.00 ns, 78.6284 ms/op
WorkloadActual   4: 1 op, 78645700.00 ns, 78.6457 ms/op
WorkloadActual   5: 1 op, 78573100.00 ns, 78.5731 ms/op
WorkloadActual   6: 1 op, 79803700.00 ns, 79.8037 ms/op
WorkloadActual   7: 1 op, 79384600.00 ns, 79.3846 ms/op
WorkloadActual   8: 1 op, 78948800.00 ns, 78.9488 ms/op
WorkloadActual   9: 1 op, 78999700.00 ns, 78.9997 ms/op
WorkloadActual  10: 1 op, 78599200.00 ns, 78.5992 ms/op
WorkloadActual  11: 1 op, 79159900.00 ns, 79.1599 ms/op
WorkloadActual  12: 1 op, 78678700.00 ns, 78.6787 ms/op
WorkloadActual  13: 1 op, 78902600.00 ns, 78.9026 ms/op
WorkloadActual  14: 1 op, 78842600.00 ns, 78.8426 ms/op
WorkloadActual  15: 1 op, 79015800.00 ns, 79.0158 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 79318400.00 ns, 79.3184 ms/op
WorkloadResult   2: 1 op, 78838800.00 ns, 78.8388 ms/op
WorkloadResult   3: 1 op, 78628200.00 ns, 78.6282 ms/op
WorkloadResult   4: 1 op, 78645500.00 ns, 78.6455 ms/op
WorkloadResult   5: 1 op, 78572900.00 ns, 78.5729 ms/op
WorkloadResult   6: 1 op, 79384400.00 ns, 79.3844 ms/op
WorkloadResult   7: 1 op, 78948600.00 ns, 78.9486 ms/op
WorkloadResult   8: 1 op, 78999500.00 ns, 78.9995 ms/op
WorkloadResult   9: 1 op, 78599000.00 ns, 78.5990 ms/op
WorkloadResult  10: 1 op, 79159700.00 ns, 79.1597 ms/op
WorkloadResult  11: 1 op, 78678500.00 ns, 78.6785 ms/op
WorkloadResult  12: 1 op, 78902400.00 ns, 78.9024 ms/op
WorkloadResult  13: 1 op, 78842400.00 ns, 78.8424 ms/op
WorkloadResult  14: 1 op, 79015600.00 ns, 79.0156 ms/op

// AfterAll
// Benchmark Process 14580 has exited with code 0

Mean = 78.895 ms, StdErr = 0.070 ms (0.09%), N = 14, StdDev = 0.262 ms
Min = 78.573 ms, Q1 = 78.654 ms, Median = 78.872 ms, Q3 = 79.012 ms, Max = 79.384 ms
IQR = 0.358 ms, LowerFence = 78.117 ms, UpperFence = 79.548 ms
ConfidenceInterval = [78.599 ms; 79.191 ms] (CI 99.9%), Margin = 0.296 ms (0.38% of Mean)
Skewness = 0.43, Kurtosis = 1.87, MValue = 2

// **************************
// Benchmark: ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.ReflectionObjectMapperBenchMark.As(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 22 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZDYNMK(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 472200.00 ns, 472.2000 us/op
WorkloadJitting  1: 1 op, 148377800.00 ns, 148.3778 ms/op

OverheadWarmup   1: 1 op, 3200.00 ns, 3.2000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   7: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  12: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 600.00 ns, 600.0000 ns/op

WorkloadWarmup   1: 1 op, 945900.00 ns, 945.9000 us/op
WorkloadWarmup   2: 1 op, 1005700.00 ns, 1.0057 ms/op
WorkloadWarmup   3: 1 op, 985800.00 ns, 985.8000 us/op
WorkloadWarmup   4: 1 op, 1028600.00 ns, 1.0286 ms/op
WorkloadWarmup   5: 1 op, 1047400.00 ns, 1.0474 ms/op
WorkloadWarmup   6: 1 op, 935700.00 ns, 935.7000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 1013300.00 ns, 1.0133 ms/op
WorkloadActual   2: 1 op, 1063400.00 ns, 1.0634 ms/op
WorkloadActual   3: 1 op, 1317800.00 ns, 1.3178 ms/op
WorkloadActual   4: 1 op, 1034300.00 ns, 1.0343 ms/op
WorkloadActual   5: 1 op, 1036500.00 ns, 1.0365 ms/op
WorkloadActual   6: 1 op, 1194500.00 ns, 1.1945 ms/op
WorkloadActual   7: 1 op, 1055800.00 ns, 1.0558 ms/op
WorkloadActual   8: 1 op, 1067800.00 ns, 1.0678 ms/op
WorkloadActual   9: 1 op, 1024200.00 ns, 1.0242 ms/op
WorkloadActual  10: 1 op, 1048800.00 ns, 1.0488 ms/op
WorkloadActual  11: 1 op, 1036000.00 ns, 1.0360 ms/op
WorkloadActual  12: 1 op, 1009000.00 ns, 1.0090 ms/op
WorkloadActual  13: 1 op, 1048600.00 ns, 1.0486 ms/op
WorkloadActual  14: 1 op, 1019400.00 ns, 1.0194 ms/op
WorkloadActual  15: 1 op, 1010000.00 ns, 1.0100 ms/op
WorkloadActual  16: 1 op, 1542300.00 ns, 1.5423 ms/op
WorkloadActual  17: 1 op, 1053400.00 ns, 1.0534 ms/op
WorkloadActual  18: 1 op, 939800.00 ns, 939.8000 us/op
WorkloadActual  19: 1 op, 1269200.00 ns, 1.2692 ms/op
WorkloadActual  20: 1 op, 1008800.00 ns, 1.0088 ms/op
WorkloadActual  21: 1 op, 959000.00 ns, 959.0000 us/op
WorkloadActual  22: 1 op, 1358100.00 ns, 1.3581 ms/op
WorkloadActual  23: 1 op, 1023500.00 ns, 1.0235 ms/op
WorkloadActual  24: 1 op, 1026000.00 ns, 1.0260 ms/op
WorkloadActual  25: 1 op, 1041200.00 ns, 1.0412 ms/op
WorkloadActual  26: 1 op, 1066000.00 ns, 1.0660 ms/op
WorkloadActual  27: 1 op, 1077200.00 ns, 1.0772 ms/op
WorkloadActual  28: 1 op, 1296500.00 ns, 1.2965 ms/op
WorkloadActual  29: 1 op, 1036700.00 ns, 1.0367 ms/op
WorkloadActual  30: 1 op, 1136100.00 ns, 1.1361 ms/op
WorkloadActual  31: 1 op, 1035800.00 ns, 1.0358 ms/op
WorkloadActual  32: 1 op, 1115100.00 ns, 1.1151 ms/op
WorkloadActual  33: 1 op, 1074500.00 ns, 1.0745 ms/op
WorkloadActual  34: 1 op, 1037100.00 ns, 1.0371 ms/op
WorkloadActual  35: 1 op, 1073500.00 ns, 1.0735 ms/op
WorkloadActual  36: 1 op, 1049900.00 ns, 1.0499 ms/op
WorkloadActual  37: 1 op, 1063000.00 ns, 1.0630 ms/op
WorkloadActual  38: 1 op, 1074500.00 ns, 1.0745 ms/op
WorkloadActual  39: 1 op, 1051100.00 ns, 1.0511 ms/op
WorkloadActual  40: 1 op, 1047400.00 ns, 1.0474 ms/op
WorkloadActual  41: 1 op, 1051000.00 ns, 1.0510 ms/op
WorkloadActual  42: 1 op, 1242400.00 ns, 1.2424 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 1013100.00 ns, 1.0131 ms/op
WorkloadResult   2: 1 op, 1063200.00 ns, 1.0632 ms/op
WorkloadResult   3: 1 op, 1034100.00 ns, 1.0341 ms/op
WorkloadResult   4: 1 op, 1036300.00 ns, 1.0363 ms/op
WorkloadResult   5: 1 op, 1055600.00 ns, 1.0556 ms/op
WorkloadResult   6: 1 op, 1067600.00 ns, 1.0676 ms/op
WorkloadResult   7: 1 op, 1024000.00 ns, 1.0240 ms/op
WorkloadResult   8: 1 op, 1048600.00 ns, 1.0486 ms/op
WorkloadResult   9: 1 op, 1035800.00 ns, 1.0358 ms/op
WorkloadResult  10: 1 op, 1008800.00 ns, 1.0088 ms/op
WorkloadResult  11: 1 op, 1048400.00 ns, 1.0484 ms/op
WorkloadResult  12: 1 op, 1019200.00 ns, 1.0192 ms/op
WorkloadResult  13: 1 op, 1009800.00 ns, 1.0098 ms/op
WorkloadResult  14: 1 op, 1053200.00 ns, 1.0532 ms/op
WorkloadResult  15: 1 op, 939600.00 ns, 939.6000 us/op
WorkloadResult  16: 1 op, 1008600.00 ns, 1.0086 ms/op
WorkloadResult  17: 1 op, 958800.00 ns, 958.8000 us/op
WorkloadResult  18: 1 op, 1023300.00 ns, 1.0233 ms/op
WorkloadResult  19: 1 op, 1025800.00 ns, 1.0258 ms/op
WorkloadResult  20: 1 op, 1041000.00 ns, 1.0410 ms/op
WorkloadResult  21: 1 op, 1065800.00 ns, 1.0658 ms/op
WorkloadResult  22: 1 op, 1077000.00 ns, 1.0770 ms/op
WorkloadResult  23: 1 op, 1036500.00 ns, 1.0365 ms/op
WorkloadResult  24: 1 op, 1035600.00 ns, 1.0356 ms/op
WorkloadResult  25: 1 op, 1114900.00 ns, 1.1149 ms/op
WorkloadResult  26: 1 op, 1074300.00 ns, 1.0743 ms/op
WorkloadResult  27: 1 op, 1036900.00 ns, 1.0369 ms/op
WorkloadResult  28: 1 op, 1073300.00 ns, 1.0733 ms/op
WorkloadResult  29: 1 op, 1049700.00 ns, 1.0497 ms/op
WorkloadResult  30: 1 op, 1062800.00 ns, 1.0628 ms/op
WorkloadResult  31: 1 op, 1074300.00 ns, 1.0743 ms/op
WorkloadResult  32: 1 op, 1050900.00 ns, 1.0509 ms/op
WorkloadResult  33: 1 op, 1047200.00 ns, 1.0472 ms/op
WorkloadResult  34: 1 op, 1050800.00 ns, 1.0508 ms/op

// AfterAll
// Benchmark Process 14268 has exited with code 0

Mean = 1.040 ms, StdErr = 0.006 ms (0.54%), N = 34, StdDev = 0.033 ms
Min = 0.940 ms, Q1 = 1.024 ms, Median = 1.044 ms, Q3 = 1.061 ms, Max = 1.115 ms
IQR = 0.037 ms, LowerFence = 0.970 ms, UpperFence = 1.116 ms
ConfidenceInterval = [1.020 ms; 1.060 ms] (CI 99.9%), Margin = 0.020 ms (1.95% of Mean)
Skewness = -0.86, Kurtosis = 4.81, MValue = 2

// **************************
// Benchmark: ReflectionObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "068092ff-4344-4509-9990-50206e6cc891.dll" --benchmarkName "ObjectMapperBenchMark.Mappers.ReflectionObjectMapperBenchMark.AsArray(Rows: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 23 in D:\Coding\Benchmarks\ObjectMapperBenchmark\src\ObjectMapperBenchMark\bin\Debug\netcoreapp2.2\068092ff-4344-4509-9990-50206e6cc891\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-CBACEF(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 344600.00 ns, 344.6000 us/op
WorkloadJitting  1: 1 op, 7914926700.00 ns, 7.9149 s/op

OverheadWarmup   1: 1 op, 7500.00 ns, 7.5000 us/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   4: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   6: 1 op, 400.00 ns, 400.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   4: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   6: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   7: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   8: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  11: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  12: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  13: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 800.00 ns, 800.0000 ns/op
OverheadActual  17: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  18: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  19: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  20: 1 op, 700.00 ns, 700.0000 ns/op

WorkloadWarmup   1: 1 op, 7771269900.00 ns, 7.7713 s/op
WorkloadWarmup   2: 1 op, 8122492400.00 ns, 8.1225 s/op
WorkloadWarmup   3: 1 op, 7767740500.00 ns, 7.7677 s/op
WorkloadWarmup   4: 1 op, 7796260700.00 ns, 7.7963 s/op
WorkloadWarmup   5: 1 op, 8000210100.00 ns, 8.0002 s/op
WorkloadWarmup   6: 1 op, 7768276600.00 ns, 7.7683 s/op

// BeforeActualRun
WorkloadActual   1: 1 op, 7746799100.00 ns, 7.7468 s/op
WorkloadActual   2: 1 op, 7740849800.00 ns, 7.7408 s/op
WorkloadActual   3: 1 op, 7821010900.00 ns, 7.8210 s/op
WorkloadActual   4: 1 op, 7917623900.00 ns, 7.9176 s/op
WorkloadActual   5: 1 op, 7621843100.00 ns, 7.6218 s/op
WorkloadActual   6: 1 op, 7755762000.00 ns, 7.7558 s/op
WorkloadActual   7: 1 op, 7784596400.00 ns, 7.7846 s/op
WorkloadActual   8: 1 op, 7751911200.00 ns, 7.7519 s/op
WorkloadActual   9: 1 op, 7749813800.00 ns, 7.7498 s/op
WorkloadActual  10: 1 op, 7816961000.00 ns, 7.8170 s/op
WorkloadActual  11: 1 op, 7879311300.00 ns, 7.8793 s/op
WorkloadActual  12: 1 op, 7921415500.00 ns, 7.9214 s/op
WorkloadActual  13: 1 op, 7824900500.00 ns, 7.8249 s/op
WorkloadActual  14: 1 op, 7760664900.00 ns, 7.7607 s/op
WorkloadActual  15: 1 op, 7885963700.00 ns, 7.8860 s/op

// AfterActualRun
WorkloadResult   1: 1 op, 7746798700.00 ns, 7.7468 s/op
WorkloadResult   2: 1 op, 7740849400.00 ns, 7.7408 s/op
WorkloadResult   3: 1 op, 7821010500.00 ns, 7.8210 s/op
WorkloadResult   4: 1 op, 7917623500.00 ns, 7.9176 s/op
WorkloadResult   5: 1 op, 7621842700.00 ns, 7.6218 s/op
WorkloadResult   6: 1 op, 7755761600.00 ns, 7.7558 s/op
WorkloadResult   7: 1 op, 7784596000.00 ns, 7.7846 s/op
WorkloadResult   8: 1 op, 7751910800.00 ns, 7.7519 s/op
WorkloadResult   9: 1 op, 7749813400.00 ns, 7.7498 s/op
WorkloadResult  10: 1 op, 7816960600.00 ns, 7.8170 s/op
WorkloadResult  11: 1 op, 7879310900.00 ns, 7.8793 s/op
WorkloadResult  12: 1 op, 7921415100.00 ns, 7.9214 s/op
WorkloadResult  13: 1 op, 7824900100.00 ns, 7.8249 s/op
WorkloadResult  14: 1 op, 7760664500.00 ns, 7.7607 s/op
WorkloadResult  15: 1 op, 7885963300.00 ns, 7.8860 s/op

// AfterAll
// Benchmark Process 5664 has exited with code 0

Mean = 7.799 s, StdErr = 0.021 s (0.27%), N = 15, StdDev = 0.080 s
Min = 7.622 s, Q1 = 7.751 s, Median = 7.785 s, Q3 = 7.852 s, Max = 7.921 s
IQR = 0.101 s, LowerFence = 7.599 s, UpperFence = 8.004 s
ConfidenceInterval = [7.713 s; 7.884 s] (CI 99.9%), Margin = 0.086 s (1.10% of Mean)
Skewness = -0.19, Kurtosis = 2.47, MValue = 2

// ** Remained 0 benchmark(s) to run **
Run time: 00:03:16 (196.08 sec), executed benchmarks: 6

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkRun-joined-2020-06-08-22-50-22-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkRun-joined-2020-06-08-22-50-22-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkRun-joined-2020-06-08-22-50-22-report.html

// * Detailed results *
FastMemberObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 828.395 μs, StdErr = 4.326 μs (0.52%), N = 37, StdDev = 26.316 μs
Min = 796.100 μs, Q1 = 806.300 μs, Median = 823.000 μs, Q3 = 841.400 μs, Max = 901.400 μs
IQR = 35.100 μs, LowerFence = 753.650 μs, UpperFence = 894.050 μs
ConfidenceInterval = [812.897 μs; 843.892 μs] (CI 99.9%), Margin = 15.498 μs (1.87% of Mean)
Skewness = 0.93, Kurtosis = 3.18, MValue = 2
-------------------- Histogram --------------------
[785.734 μs ; 818.416 μs) | @@@@@@@@@@@@@@@@@
[818.416 μs ; 841.816 μs) | @@@@@@@@@@@
[841.816 μs ; 862.666 μs) | @@@@@
[862.666 μs ; 889.816 μs) | @@@
[889.816 μs ; 911.766 μs) | @
---------------------------------------------------

JsonObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 692.219 μs, StdErr = 3.967 μs (0.57%), N = 62, StdDev = 31.235 μs
Min = 656.700 μs, Q1 = 664.675 μs, Median = 687.450 μs, Q3 = 708.450 μs, Max = 780.800 μs
IQR = 43.775 μs, LowerFence = 599.013 μs, UpperFence = 774.113 μs
ConfidenceInterval = [678.505 μs; 705.934 μs] (CI 99.9%), Margin = 13.714 μs (1.98% of Mean)
Skewness = 1.11, Kurtosis = 3.67, MValue = 2.24
-------------------- Histogram --------------------
[646.342 μs ; 659.992 μs) | @
[659.992 μs ; 680.708 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@
[680.708 μs ; 709.908 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[709.908 μs ; 729.258 μs) | @@@@@@@
[729.258 μs ; 762.242 μs) | @
[762.242 μs ; 782.958 μs) | @@@@@
---------------------------------------------------

OptimizedReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 933.824 μs, StdErr = 4.622 μs (0.49%), N = 17, StdDev = 19.057 μs
Min = 913.300 μs, Q1 = 916.500 μs, Median = 924.700 μs, Q3 = 955.200 μs, Max = 963.100 μs
IQR = 38.700 μs, LowerFence = 858.450 μs, UpperFence = 1,013.250 μs
ConfidenceInterval = [915.266 μs; 952.381 μs] (CI 99.9%), Margin = 18.557 μs (1.99% of Mean)
Skewness = 0.4, Kurtosis = 1.31, MValue = 2
-------------------- Histogram --------------------
[910.172 μs ; 929.628 μs) | @@@@@@@@@@
[929.628 μs ; 964.328 μs) | @@@@@@@
---------------------------------------------------

ReflectionObjectMapperBenchMark.As: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 868.831 μs, StdErr = 3.067 μs (0.35%), N = 13, StdDev = 11.059 μs
Min = 858.100 μs, Q1 = 859.600 μs, Median = 863.600 μs, Q3 = 882.700 μs, Max = 885.500 μs
IQR = 23.100 μs, LowerFence = 824.950 μs, UpperFence = 917.350 μs
ConfidenceInterval = [855.587 μs; 882.075 μs] (CI 99.9%), Margin = 13.244 μs (1.52% of Mean)
Skewness = 0.48, Kurtosis = 1.35, MValue = 2
-------------------- Histogram --------------------
[855.261 μs ; 891.673 μs) | @@@@@@@@@@@@@
---------------------------------------------------

FastMemberObjectMapperBenchMark.AsArray: Job-SJTQXC(InvocationCount=1, UnrollFactor=1) [Rows=10]
Runtime = .NET Core 2.2.8 (CoreCLR 4.6.28207.03, CoreFX 4.6.28208.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 7.992 ms, StdErr = 0.040 ms (0.50%), N = 19, StdDev = 0.173 ms
Min = 7.735 ms, Q1 = 7.860 ms, Median = 7.983 ms, Q3 = 8.072 ms, Max = 8.334 ms
IQR = 0.212 ms, LowerFence = 7.542 ms, UpperFence = 8.390 ms
ConfidenceInterval = [7.837 ms; 8.148 ms] (CI 99.9%), Margin = 0.156 ms (1.95% of Mean)
Skewness = 0.41, Kurtosis = 2.04, MValue = 2
-------------------- Histogram --------------------
[7.733 ms ; 7.926 ms) | @@@@@@@
[7.926 ms ; 8.096 ms) | @@@@@@@@
[8.096 ms ; 8.352 ms) | @@@@
---------------------------------------------------

